post_text,time,likes,shares,comments,src,fake_status,last_word,finalized,words,avg_word_length,urgent_words,post_text_tokens,final_words,stop_words,marks,exclamation_marks,keywords,Predictions
"голяма трагедия. шампион по гребане вдигна вила за 5 милиона лева, но почина без да поживее в нея",3/1/2021 15:20,0.4642442694959681,0.5308144871275646,0.7092296964815308,petel.bg,1,нея,True,18,4.444444444,1,"['голяма', 'трагедия', '.', 'шампион', 'по', 'гребане', 'вдигна', 'вила', 'за', '5', 'милиона', 'лева', ',', 'но', 'почина', 'без', 'да', 'поживее', 'в', 'нея']","['голяма', 'трагедия', 'шампион', 'по', 'гребане', 'вдигна', 'вила', 'за', '5', 'милиона', 'лева', 'но', 'почина', 'без', 'да', 'поживее', 'в', 'нея']",7,2,0,шампион по гребане вдигна вила за 5 милиона лева но почина без да поживее в нея голяма трагедия,1
си ен ен: лари кинг е хоспитализиран с ковид,3/1/2021 8:24,-0.2506791307494497,-0.2823270121363131,-0.4352035909016876,petel.bg,0,ковид,True,9,4.0,0,"['си', 'ен', 'ен', ':', 'лари', 'кинг', 'е', 'хоспитализиран', 'с', 'ковид']","['си', 'ен', 'ен', 'лари', 'кинг', 'е', 'хоспитализиран', 'с', 'ковид']",3,1,0,лари кинг е хоспитализиран с ковид си ен ен,1
огромна трагедия. 8 младежи се задушиха с газ в новогодишната нощ,1/1/2021 20:25,0.03847778591032118,0.11594637525823927,-0.1458066676553565,petel.bg,1,нощ,True,11,5.0,2,"['огромна', 'трагедия', '.', '8', 'младежи', 'се', 'задушиха', 'с', 'газ', 'в', 'новогодишната', 'нощ']","['огромна', 'трагедия', '8', 'младежи', 'се', 'задушиха', 'с', 'газ', 'в', 'новогодишната', 'нощ']",3,1,0,8 младежи се задушиха с газ в новогодишната нощ огромна трагедия,1
бтв съобщи потресаваща трагедия часове преди нова година,31-12-20 21:44,0.24225372324141958,0.5225171248901781,1.8405085782626431,petel.bg,1,година,True,8,6.125,1,"['бтв', 'съобщи', 'потресаваща', 'трагедия', 'часове', 'преди', 'нова', 'година']","['бтв', 'съобщи', 'потресаваща', 'трагедия', 'часове', 'преди', 'нова', 'година']",3,0,0,бтв съобщи потресаваща трагедия часове преди нова година,1
много тъжна вест! за броени дни ковид уби 41-годишният конгресмен от сащ люк летлоу,31-12-20 21:00,-0.12317686828529877,-0.2574349254241536,-0.2313103040690452,petel.bg,1,летлоу,True,14,5.0,1,"['много', 'тъжна', 'вест', '!', 'за', 'броени', 'дни', 'ковид', 'уби', '41-годишният', 'конгресмен', 'от', 'сащ', 'люк', 'летлоу']","['много', 'тъжна', 'вест', 'за', 'броени', 'дни', 'ковид', 'уби', '41годишният', 'конгресмен', 'от', 'сащ', 'люк', 'летлоу']",4,2,1,за броени дни ковид уби 41 годишният конгресмен от сащ люк летлоу много тъжна вест,1
който е ваксиниран с паспорт. приложение ще дава достъп до,31-12-20 18:00,-0.2575096090957435,-0.09148768067642343,0.09097263318255076,petel.bg,1,до,False,10,4.9,0,"['който', 'е', 'ваксиниран', 'с', 'паспорт', '.', 'приложение', 'ще', 'дава', 'достъп', 'до']","['който', 'е', 'ваксиниран', 'с', 'паспорт', 'приложение', 'ще', 'дава', 'достъп', 'до']",5,1,0,приложение ще дава достъп до който е ваксиниран с паспорт,1
"цитиридис или слави? сега бтв обявиха, че свалят от екран цитиридис до",31-12-20 17:00,-0.19831213009453058,-0.2823270121363131,-0.11292065365009159,petel.bg,1,до,False,12,4.916666667,0,"['цитиридис', 'или', 'слави', '?', 'сега', 'бтв', 'обявиха', ',', 'че', 'свалят', 'от', 'екран', 'цитиридис', 'до']","['цитиридис', 'или', 'слави', 'сега', 'бтв', 'обявиха', 'че', 'свалят', 'от', 'екран', 'цитиридис', 'до']",5,2,0,че свалят от екран цитиридис до цитиридис или слави сега бтв обявиха,1
огнян минчев: обществото не може да произведе алтернатива на герб. слави трифонов е проект на,31-12-20 15:00,-0.19262006480595242,-0.24084020094938058,0.18305347239729247,petel.bg,1,на,False,15,5.266666667,0,"['огнян', 'минчев', ':', 'обществото', 'не', 'може', 'да', 'произведе', 'алтернатива', 'на', 'герб', '.', 'слави', 'трифонов', 'е', 'проект', 'на']","['огнян', 'минчев', 'обществото', 'не', 'може', 'да', 'произведе', 'алтернатива', 'на', 'герб', 'слави', 'трифонов', 'е', 'проект', 'на']",6,2,0,обществото не може да произведе алтернатива на герб слави трифонов е проект на огнян минчев,1
"много тъжна вест! почина красивата гери гочева от ""огледала""",31-12-20 14:37,1.2019359308956987,0.19891999763210433,4.938371097558597,petel.bg,1,"""огледала""",True,9,5.777777778,1,"['много', 'тъжна', 'вест', '!', 'почина', 'красивата', 'гери', 'гочева', 'от', '``', 'огледала', ""''""]","['много', 'тъжна', 'вест', 'почина', 'красивата', 'гери', 'гочева', 'от', '', 'огледала', '']",2,3,1,почина красивата гери гочева от много тъжна вест огледала,1
разхлабват мерките и отварят моловете и училищата при 200 заразени на 100 хиляди,31-12-20 14:00,0.11133622160412172,0.08275692630869323,0.8013105356962725,petel.bg,1,хиляди,True,13,5.230769231,0,"['разхлабват', 'мерките', 'и', 'отварят', 'моловете', 'и', 'училищата', 'при', '200', 'заразени', 'на', '100', 'хиляди']","['разхлабват', 'мерките', 'и', 'отварят', 'моловете', 'и', 'училищата', 'при', '200', 'заразени', 'на', '100', 'хиляди']",5,0,0,разхлабват мерките и отварят моловете и училищата при 200 заразени на 100 хиляди,1
